,0,1
25220,ফটোনিকস,pʰɔtonɪks
25221,সাময়িকী,ʃɐmoʲɪkɪ
25222,ছেপেছে,cʰepecʰe
25223,ইউরোপ-আমেরিকার,ɪu̯ɾopo-ɐmeɾɪkɐɾ
25224,হোবার্টে,hobɐɾte
25225,অপারেটরটি,ɔpɐɾetɔɾtɪ
25226,আধুনিকীকরণের,ɐd̪ʱunɪkɪkɔɾoneɾ
25227,সিমগুলোকে,sɪmguloke
25228,ফোর-জিতে,pʰoɾ-ɟɪt̪e
25229,রূপান্তর,ɾupɐnt̪oɾ
25230,ভিত,bʱɪt̪o
25231,ভারতসহ,bʱɐɾt̪ʃɔho
25232,বিধিবিধান,bɪd̪ʱɪbɪd̪ʱɐn
25233,পর্যলোচনা,poɾɟolocɔnɐ
25234,রূপরেখায়,ɾupɾekʰɐe̯
25235,ডব্লিউ,dɔblɪu̯
25236,রেজিসের,ɾeɟɪseɾ
25237,হোটেলগুলো,hotelgulo
25238,চব্বিশ,cobbɪʃ
25239,সুস্বাদু,ʃuʃʃɐd̪u
25240,দৃষ্টিনন্দন,d̪ɾɪʃtɪnɔnd̪on
25241,বাহারি,bɐhɐɾɪ
25242,পিটারসেনকে,pɪtɐɾsenke
25243,কাগজেই,kɐgoɟeɪ̯
25244,সীমাবদ্ধ,ʃɪmɐbɔd̪d̪ʱo
25245,কার্লো,kɐɾleɐ̯
25246,আন্সেলোত্তির,ɐnselot̪t̪ɪɾ
25247,বেঞ্চেই,benceɪ̯
25248,ব্যবস্থাপত্র,bɛbost̪ʰɐpɔt̪ɾo
25249,কন্সালটেন্ট,konsɐltent
25250,সুদীপ,ʃud̪ɪp
25251,দিন-তারিখ,d̪ɪn-t̪ɐɾɪkʰ
25252,লটারিস্থলে,lɔtɐɾɪst̪ʰɔle
25253,চালানসহ,cɐlɐnʃɔho
25254,এএফসির,ee̯pʰosɪɾ
25255,ফিফার,pʰɪpʰɐɾ
25256,তোলাকে,t̪olɐke
25257,‘তোর,‘t̪oɾ
25258,মেয়েরে,meʲeɾe
25259,বিয়া,bɪʲɐ
25260,তোরেও,t̪oɾeo̯
25261,মাইরা,mɐɪ̯ɾɐ
25262,ফালামু,pʰɐlɐmu
25263,মেয়েরেও,meʲeɾeo̯
25264,সিরোতে,sɪɾot̪e
25265,মাউরো,mɐu̯ɾo
25266,ইকার্দির,ɪkɐɾd̪ɪɾ
25267,তুরিনোর,t̪uɾɪnoɾ
25268,মাসিমিলিয়ানো,mɐʃɪmɪlɪʲɐno
25269,অ্যালিগ্রির,ɛlɪgɾɪɾ
25270,শিষ্যরা,ʃɪʃʃoɾɐ
25271,পোনাও,ponɐo
25272,অবমুক্ত,ɔbomukt̪o
25273,জোয়ারদার,ɟoʷɐɾd̪ɐɾ
25274,অ্যাথলেটিক,ɛt̪ʰletɪk
25275,অ্যাসোসিয়েশনকে,ɛsosɪʲeʃonke
25276,দুধা,d̪ud̪ʱɐ
25277,রেডক্রিসেন্ট,ɾedkɾɪsent
25278,সোসাইটিকে,ʃoʃɐɪ̯tɪke
25279,রেডক্রস,ɾedkɾɔs
25280,সোসাইটি,ʃoʃɐɪ̯tɪ
25281,মশাদের,mɔʃɐd̪eɾ
25282,মশারাই,mɔʃɐɾɐɪ̯
25283,দেবগন,d̪ebgon
25284,প্রতিকৃতি,pɾot̪ɪkɾɪt̪ɪ
25285,কালে,kɐle
25286,বগী,bogɪ
25287,পনু,ponu
25288,পঞ্চায়েতের,pɔncɐʲet̪eɾ
25289,রায়বাহাদুর,ɾɐe̯bɐhɐd̪uɾ
25290,মাওয়া,mɐo̯ʷɐ
25291,ফিলিস্তিনির,pʰɪlɪst̪ɪnɪɾ
25292,গন্তব্য,gɔnt̪obbo
25293,আউটলেটটিতে,ɐu̯tlettɪt̪e
25294,এপেক্স,epekʃo
25295,স্যান্ডেল,sɛndel
25296,এক্সেসরিজের,eksesɾɪɟeɾ
25297,কিয়েরন,kɪʲeɾɔn
25298,পাওয়েল,pɐo̯ʷel
25299,ভাইজানের,bʱɐɪ̯ɟɐneɾ
25300,একপ্রকার,ɛkpɾokɐɾ
25301,কাহালুর,kɐhɐluɾ
25302,বীরকেদার,bɪɾked̪ɐɾ
25303,লোকজনদের,lokɟɔnd̪eɾ
25304,গোদাগাড়ীর,god̪ɐgɐɽɪɾ
25305,আষাড়িয়াদহ,ɐʃɐɽɪʲɐd̪ɔho
25306,দিয়াড়,d̪ɪʲɐɽ
25307,মানিকচক,mɐnɪkɔcɔk
25308,কাশিনগর,kɐʃɪngɔɾ
25309,লঙ্ঘন,lɔŋgʱon
25310,ততটা,t̪ɔt̪otɐ
25311,সুদৃঢ়,ʃud̪ɾɪɽʱo
25312,ইটানগর,ɪtɐngɔɾ
25313,পাঠিয়ে,pɐtʱɪʲe
25314,অনায়াস,ɔnɐʲɐʃ
25315,দাপটে,d̪ɐpte
25316,পুরে,puɾe
25317,হাঁটলে,hɐ̃tle
25318,আরাও,ɐɾɐo̯
25319,সিরিয়ালটিই,sɪɾɪʲɐltɪɪ
25320,ঘুরিয়ে,gʱuɾɪʲe
25321,চলেন,cɔlen
25322,ইঞ্জিনিয়ারিং,ɪnɟɪnɪʲɐɾɪŋ
25323,থাকুক,t̪ʰɐkuk
25324,মিলসহ,mɪlʃɔho
25325,আঠারো,ɐtʰɐɾo
25326,পথটিতে,pɔt̪ʰtɪt̪e
25327,মন্ত্রণালয়সহ,mɔnt̪ɾonɐlɔʲoʃɔho
25328,বাসচালক,bɐʃcɐlok
25329,সিপিবি,sɪpɪbɪ
25330,চারবার,cɐɾbɐɾ
25331,জুনায়েদ,ɟunɐʲed̪
25332,দ্রাবিড়ের,d̪ɾɐbɪɽeɾ
25333,টাহার,tɐhɐɾ
25334,ন্যাতারা,nɛt̪ɐɾɐ
25335,হগ্গলে,hoggole
25336,আহে,ɐhe
25337,তাহে,t̪ɐhe
25338,মাড়াই,mɐɽɐɪ̯
25339,মৌসুমেও,mou̯ʃumeo̯
25340,লোকসানের,lokʃɐneɾ
25341,আশরাফুন,ɐʃɾɐpʰun
25342,আনন্দঘন,ɐnond̪ogʱɔno
25343,শিয়াল-কুকুর,ʃɪʲɐl-kukuɾ
25344,আইরিনের,ɐɪ̯ɾɪneɾ
25345,জুলাই-আগস্টে,ɟulɐɪ̯-ɐgɔste
25346,কাবুল,kɐbul
25347,জাদুঘরেই,ɟɐd̪ugʱɔɾeɪ̯
25348,শিশুকন্যার,ʃɪʃukɔnnɐɾ
25349,মুখগহ্বর,mukʰgɔhobɔɾ
25350,জিহ্বার,ɟɪhobɐɾ
25351,মিসটি,mɪstɪ
25352,ট্রেনটিকে,tɾentɪke
25353,চাটমোহর,cɐtmohoɾ
25354,স্ট্রেশনে,stɾeʃone
25355,অভিবাসনের,obʱɪbɐʃoneɾ
25356,পোষা,poʃɐ
25357,সেলুনে,ʃelune
25358,হ্যাট,hɛt
25359,অভয়ারণ্য,ɔbʱɔʲɐɾonno
25360,অত্যুক্তি,ot̪t̪ukt̪ɪ
25361,অ্যাপ্লিকেশনে,ɛplɪkeʃone
25362,ফাকরিয়া,pʰɐkɾɪʲɐ
25363,ফোনটা,pʰontɐ
25364,রাইসুল,ɾɐɪ̯sul
25365,নাজমার,nɐɟmɐɾ
25366,এলাকাতেই,elɐkɐt̪eɪ̯
25367,বিভাগকেই,bɪbʱɐgkeɪ
25368,ল্যাবের,lɛbeɾ
25369,নূর-উন-নবী,nuɾ-un-nobɪ
25370,সভা-সমাবেশে,ʃɔbʱɐ-ʃɔmɐbeʃe
25371,প্রচারও,pɾocɐɾo
25372,ইজাদার,ɪɟɐd̪ɐɾ
25373,দিতেও,d̪ɪt̪eo̯
25374,লতিফুজ্জামান,lot̪ɪpʰuɟɟɐmɐn
25375,রাজিকুল,ɾɐɟɪkul
25376,মিজানের,mɪɟɐneɾ
25377,অনেকাংশ,ɔnekɐŋʃo
25378,উড্ডীন,uddɪn
25379,কুতুবদিয়া,kut̪ubd̪ɪʲɐ
25380,তেঁতুলিয়ায়,t̪ẽt̪ulɪʲɐe̯
25381,সর্বজনীন,ʃɔɾboɟonɪn
25382,পাঁচ-ছয়দিন,pɐ̃c-cʰɔʲd̪ɪn
25383,উৎসবটি,ut̪ʃɔbtɪ
25384,প্রতিবছরই,pɾot̪ɪbɔcʰoɾɪ
25385,চলচ্চিত্রপ্রেমী,cɔloccɪt̪ɾopɾemɪ
25386,বন্ধনে,bond̪ʱone
25387,ইন্টার্নশিপ,ɪntɐɾnoʃɪp
25388,লতিফুল,lot̪ɪpʰul
25389,হয়েসবার,hoʲeʃɔbɐɾ
25390,সাধারণের,ʃɐd̪ʱɐɾoneɾ
25391,অনুমানকে,onumɐnke
25392,‘নাটকটি,‘nɐtɔktɪ
25393,অভিজ্ঞতাধারীদের,obʱɪggot̪ɐd̪ʱɐɾɪd̪eɾ
25394,সোনামসজিদ,ʃonɐmʃoɟɪd̪
25395,অস্ত্রশস্ত্রসহ,ɔst̪ɾoʃɔst̪ɾoʃɔho
25396,ভারসাম্যটা,bʱɐɾʃɐmmotɐ
25397,জাহাজটি,ɟɐhɐɟotɪ
25398,থিন,t̪ʰɪn
25399,কিয়াও,kɪʲɐo̯
25400,ক্ষুদ্র-নৃতাত্ত্বিকবিষয়ক,kʰud̪ɾo-nɾɪt̪ɐt̪t̪ɪkbɪʃɔʲok
25401,শাখারীকাঠী,ʃɐkʰɐɾɪkɐtʰɪ
25402,শামসু,ʃɐmsu
25403,সময়গুলোতে,ʃɔmɔe̯gulot̪e
25404,শত্রুও,ʃot̪ɾuoː
25405,জ্যান্ত,ɟɛnt̪o
25406,হিমায়িত,hɪmɐʲɪt̪o
25407,কাঁকড়ার,kɐ̃kɔɽɐɾ
25408,বেত্রাঘাতে,bet̪ɾɐgʱɐt̪e
25409,আন্তরিকতায়,ɐnt̪oɾɪkɔt̪ɐe̯
25410,মুখ্যমন্ত্রীর,mukkʰomont̪ɾɪɾ
25411,আশ্বাসের,ɐʃʃɐʃeɾ
25412,আদৌ,ɐd̪ou̯
25413,ওপেনিংয়ে,openɪŋʲe
25414,লিপের,lɪpeɾ
25415,স্মার্টগুলোর,sɐɾtguloɾ
25416,অলিতেগলিতে,olɪt̪egolɪt̪e
25417,পাতিকাক,pɐt̪ɪkɐk
25418,কা,kɐ
25419,সদস্যভিত্তিক,ʃɔd̪oʃʃobʱɪt̪t̪ɪk
25420,কোনায়,konɐe̯
25421,ড্রাইভারের,dɾɐɪ̯bʱɐɾeɾ
25422,বদরুদ্দোজা,bod̪ɾud̪d̪oɟɐ
25423,ওমরের,umoɾeɾ
25424,দেখিয়েছে,d̪ekʰɪʲecʰe
25425,প্রাণ-আরএফএল,pɾɐn-ɐɾefel
25426,উপ-ব্যবস্থাপনা,upo-bɛbost̪ʰɐponɐ
25427,তিয়ানশিতে,t̪ɪʲɐnʃɪt̪e
25428,কেরামত,keɾɐmɔt̪
25429,লেন্ডল,lendɔl
25430,সিমন্সের,sɪmonseɾ
25431,মানিকহাট,mɐnɪkhɐt
25432,ভিটবিলা,bʱɪtbɪlɐ
25433,প্রদাহ,pɾod̪ɐho
25434,ভালোবাসার,bʱɐlobɐʃɐɾ
25435,বয়সেই,bɔʲɔʃeɪ̯
25436,আলিঙ্গনে,ɐlɪŋgone
25437,রেমন্ড,ɾemɔnd
25438,খওয়া,খাওয়া
25439,বুভুক্ষু,bubʱukkʰu
25440,লামায়,lɐmɐe̯
25441,আরম,ɐɾom
25442,বাসদের,bɐʃd̪eɾ
25443,জেএমবিতে,ɟee̯mbɪt̪e
25444,কাঠমুন্ডু,kɐtʰmundu
25445,পোষ্টের,posteɾ
25446,হেরেছি,heɾecʰɪ
25447,খুতুলুন,kʰut̪ulun
25448,রোনাল্ডোদের,ɾonɐldod̪eɾ
25449,শোধের,ʃod̪ʱeɾ
25450,বন্ধুত্বতা,bond̪ʱut̪t̪ot̪ɐ
25451,হিলারিকে,hɪlɐɾɪke
25452,জেতাতে,ɟet̪ɐt̪e
25453,অনেকক্ষণ,ɔnekkkʰon
25454,ট্রেনারও,tɾenɐɾo
25455,গণভোট,gɔnobʱot
25456,বাংলাদেশীদের,bɐŋlɐd̪eʃɪd̪eɾ
25457,নানারুপ,nɐnɐɾup
25458,নিপীড়ন,nɪpɪɽɔn
25459,দীপন,d̪ɪpɔn
25460,আমিনুলের,ɐmɪnuleɾ
25461,রামকৃষ্ণ,ɾɐmkɾɪʃno
25462,সেলেকাওরা,ʃelekɐo̯ɾɐ
25463,পাষণ্ড,pɐʃondo
25464,জেটিতে,ɟetɪt̪e
25465,ডিজিএম,dɪɟɪe̯m
25466,ইলেকট্রিশিয়ানদের,ɪlektɾɪʃɪʲɐnd̪eɾ
25467,জীবনবাজি,ɟɪbɔnbɐɟɪ
25468,সায়েদাবাদের,ʃɐe̯d̪ɐbɐd̪eɾ
25469,সাম্রাজ্য,ʃɐmɾɐɟɟo
25470,শাহজাহানপুর,ʃɐhɟɐhɐnpuɾ
25471,খয়েরি,kʰɔʲeɾɪ
25472,চোখসহ,cokʰʃɔho
25473,মুখমণ্ডল,mukʰomɔndol
25474,ইন্ডিপেনডেন্ট,ɪndɪpendent
25475,ফুটো,pʰuto
25476,ওশান,oʃɐn
25477,ফনিক্স,pʰonɪks
25478,মামলা-হামলা,mɐmlɐ-hɐmɔlɐ
25479,কর্মী-সমর্থকরা,kɔɾmɪ-ʃɔmɔɾt̪ʰokɔɾɐ
25480,রিলিফ,ɾɪlɪf
25481,বিডব্লিউসিসিআই,bɪdoblɪu̯sɪsɪɐɪ̯
25482,কবিরহাটে,kobɪɾɔhɐte
25483,বিনিময়ের,bɪnɪmɔʲeɾ
25484,যোগ্যতাসম্পন্ন,ɟoggot̪ɐʃɔmponno
25485,মাড়ির,mɐɽɪɾ
25486,আমাদেরও,ɐmɐd̪eɾo
25487,সদিচ্ছাই,ʃod̪ɪccʰɐɪ̯
25488,দলকেই,d̪ɔlkeɪ̯
25489,রানার্স-আপ,ɾɐnɐɾs-ɐp
25490,বিরোধীরা,
25491,অ্যাগ্রো,ɛgɾo
25492,খামারটি,kʰɐmɐɾtɪ
25493,প্রেসক্রিপশন,pɾeskɾɪpʃon
25494,ধারাবাজারস্থ,d̪ʱɐɾɐbɐɟɐɾost̪ʰo
25495,তরুণকে,t̪oɾunke
25496,ক্ষমাও,kʰɔmɐo
25497,সেনাসূত্র,ʃenɐʃut̪ɾo
25498,লাগাবে,lɐgɐbe
25499,জয়পাড়া,ɟɔʲpɐɽɐ
25500,সিঙ্গাপুরে,sɪŋgɐpuɾe
25501,কর্মচারীকে,kɔɾmocɐɾɪke
25502,লোভনীয়,lobʱonɪʲo
25503,প্রত্যাশীরা,pɾot̪t̪ɐʃɪɾɐ
25504,চয়নেই,cɔe̯ʲoneɪ̯
25505,বাক্য,bɐkko
25506,গঠনেও,gɔtʰoneo̯
25507,পাসও,pɐʃo
25508,দেশত্যাগ,d̪eʃot̪ɛg
25509,চাচ্ছি,cɐccʰɪ
25510,প্রফুল্ল,pɾopʰullo
25511,রাজারহাটের,ɾɐɟɐɾhɐteɾ
25512,রোমেল,ɾomel
25513,কাদই,kɐd̪ɪ
25514,বাদলা,bɐd̪olɐ
25515,গোফরানের,gopʰɾɐneɾ
25516,বাফুফেও,bɐpʰupʰeo̯
25517,‘উইকেটের,‘u͡ɪ̯keteɾ
25518,বদলাতে,bɔd̪lɐt̪e
25519,ডাকবেন,dɐkben
25520,ভাবব,bʱɐbbo
25521,পিয়ারপুর,pɪʲɐɾpuɾ
25522,বিদেহি,bɪd̪ehɪ
25523,কামনার,kɐmonɐɾ
25524,শান্তি-সুরক্ষা,ʃɐnt̪ɪ-ʃuɾokkʰɐ
25525,আগারগাঁওয়ের,ɐgɐɾgɐ̃oʷeɾ
25526,সেমিনারের,ʃemɪnɐɾeɾ
25527,জাম্পাকে,ɟɐmpɐke
25528,বেধ,bed̪ʱ
25529,জিজ্ঞাসাবাদকালে,ɟɪggɐʃɐbɐd̪kɐle
25530,জননেত্রী,ɟɔnonet̪ɾɪ
25531,‘দিবা-রাত্রির,‘d̪ɪbɐ-ɾɐt̪ɾɪɾ
25532,টেস্টই,testɔɪ̯
25533,টিউটোরিয়ালে,tɪu̯toɾɪʲɐle
25534,হোসেনও,hoseno
25535,সংশয়ে,ʃɔŋʃɔʲe
25536,বিষয়গুলোতেই,bɪʃɔe̯gulot̪eɪ
25537,ডালিমের,dɐlɪmeɾ
25538,দয়াল,d̪ɔʲɐl
25539,কোর্টের,koɾteɾ
25540,খেলতেই,kʰelt̪eɪ̯
25541,জিততেই,ɟɪt̪t̪eɪ̯
25542,সমুদ্রসীমার,ʃɔmud̪ɾoʃɪmɐɾ
25543,ঘুরবে,gʱuɾbe
25544,ফুলপুর,pʰulpuɾ
25545,যাত্রীতে,ɟɐt̪ɾɪt̪e
25546,'কাটার,'kɐtɐɾ
25547,মাস্টার'কে,mɐstɐɾ'ke
25548,কেশরহাট,keʃoɾhɐt
25549,ঘাসিগ্রাম,gʱɐʃɪgɾɐm
25550,সিংহমারা,ʃɪŋhomɐɾɐ
25551,ভারী,bʱɐɾɪ
25552,ঐক্যপরিষদের,oɪ̯kkopoɾɪʃd̪eɾ
25553,প্রোফেশনাল,pɾopʰeʃnɐl
25554,আলবার্তো,ɐlbɐɾt̪eɐ̯
25555,মাসচেরানোর,mɐʃceɾɐnoɾ
25556,পাহাড়েরকোলে,পাহাড়ের
25557,রগ,ɾɔg
25558,পাইপটির,pɐɪ̯ptɪɾ
25559,নিয়ন্ত্রণহীননাজুক,nɪʲont̪ɾonhɪnnɐɟuk
25560,মুখোমুখিনইলে,মুখোমুখি
25561,এতোদিনে,ɛt̪od̪ɪne
25562,তোমাকে,t̪omɐke
25563,লিখতেনা,cɪtʰɪo
25564,আমারই,ɐmɐɾɪ
25565,ঋণঝুঁকি,ɾɪnɟʱũkɪ
25566,দক্ষতার,d̪okkʰot̪ɐɾ
25567,পুনঃতদন্ত,punot̪ɔd̪ont̪o
25568,সেক্যুলার,sekulɐɾ
25569,শিক্ষক-শিক্ষার্থীরা,ʃɪkkʰɔk-ʃɪkkʰɐɾt̪ʰɪɾɐ
25570,শোরগোল,ʃoɾgol
25571,এআইবি,eɐ̯ɪ̯bɪ
25572,অন্যকোন,ɔnnokono
25573,বানিয়েছে,bɐnɪʲecʰe
25574,এনআর,ɛnɐɾ
25575,তিক্ততা,t̪ɪkt̪ot̪ɐ
25576,গ্লানি,glɐnɪ
25577,হতাশাকে,hot̪ɐʃɐke
25578,উদ্যমে,ud̪d̪ome
25579,জোগায়,ɟogɐe̯
25580,লঞ্চঘাটের,lɔncgʱɐteɾ
25581,সংহতির,ʃɔŋhot̪ɪɾ
25582,সাফাতের,sɐpʰɐt̪eɾ
25583,দেহরক্ষী,d̪ehoɾokkʰɪ
25584,অমোঘ,ɔmogʱ
25585,নিয়তি,nɪʲt̪ɪ
25586,জীবের,ɟɪbeɾ
25587,চাঁপাইনবাবগঞ্জে,cɐ̃pɐɪ̯nɔbɐbgɔnɟe
25588,নতুনত্ব,not̪unot̪t̪o
25589,চেয়ারম্যানগণকে,ceʲɐɾmɛngɔnoke
25590,গণসংবর্ধনা,gɔnoʃɔŋbɔɾd̪ʱonɐ
25591,হতবাক,hɔt̪obɐk
25592,কনস্টেবলদের,kɔnostebld̪eɾ
25593,চিত্রাঙ্গদা,cɪt̪ɾɐŋgɔd̪ɐ
25594,এশীয়,eʃɪʲo
25595,পৌরাণিক,pou̯ɾɐnɪk
25596,জহিরসহ,ɟohɪɾʃɔho
25597,করছিলাম,koɾcʰɪlɐm
25598,সানারপাড়,sɐnɐɾpɐɽ
25599,জিনিসকে,ɟɪnɪʃke
25600,শ্রমবাজারে,sɾomobɐɟɐɾe
25601,কিলিং,kɪlɪŋ
25602,চোরাগোপ্তা,coɾɐgopt̪ɐ
25603,মোগল,mogol
25604,পিঠাতে,pɪtʰɐt̪e
25605,সুগন্ধি,ʃugond̪ʱɪ
25606,গুড়,guɽ
25607,মালাই,mɐlɐɪ̯
25608,জাফরান,ɟɐpʰɾɐn
25609,পেস্তা,pest̪ɐ
25610,কিশমিশসহ,kɪʃomɪʃʃɔho
25611,মেরেও,meɾeo̯
25612,অস্ট্রেলীয়,ɔstɾelɪʲo
25613,ডাকচিৎকারে,dɐkcɪt̪kɐɾe
25614,অঘটনের,ɔgʱɔtoneɾ
25615,নীতিবাক্যটি,nɪt̪ɪbɐkkotɪ
25616,সচিবকে,ʃocɪbke
25617,কমিটিও,kɔmɪtɪo̯
25618,অবশ্যম্ভাবী,ɔboʃʃɔmbʱɐbɪ
25619,হুগো,hugo
25620,লরিসের,lɔɾɪseɾ
25621,রোমানিয়ার,ɾomɐnɪʲɐɾ
25622,সিজারে,sɪɟɐɾe
25623,কামারখন্দ,kɐmɐɾkʰond̪o
25624,বড়ধুল,bɔɽd̪ʱul
25625,ওয়াহাবের,oʷɐhɐbeɾ
25626,হাটিকুমরুল,hɐtɪkumɾul
25627,জিলানী,ɟɪlɐnɪ
25628,পড়লেন,pɔɽlen
25629,দুজনে,d̪uɟone
25630,কর্মকর্তা-কর্মচারীকে,kɔɾmokɔɾt̪ɐ-kɔɾmocɐɾɪke
25631,দলিলমূলে,d̪olɪlmule
25632,সুকণ্ঠ,ʃukɔntʰo
25633,সহসম্পাদক,ʃɔhoʃɔmpɐd̪ok
25634,পরিস্থিতিরও,poɾɪst̪ʰɪt̪ɪɾo
25635,তো?,t̪o?
25636,‘এখন,‘ɛkʰon
25637,দলছুট,d̪olcʰut
25638,বাগদাদি,bɐgd̪ɐd̪ɪ
25639,তালতলা,t̪ɐlt̪ɔlɐ
25640,মতবিরোধের,mɔt̪bɪɾod̪ʱeɾ
25641,রাধিকা,ɾɐd̪ʱɪkɐ
25642,সিংহী,ʃɪŋhɪ
25643,অল্পদিনের,ɔlpod̪ɪneɾ
25644,আহবান,ɐhobɐn
25645,পাকিস্তানিদের,pɐkɪst̪ɐnɪd̪eɾ
25646,চামড়া ,cɐmɽɐ
25647,কুচকানো,kuckɐno
25648,ভাবও,bʱɐbo
25649,দালালমুক্ত,d̪ɐlɐlmukt̪o
25650,শিরাব,ʃɪɾɐb
25651,অনাকাক্ষিত,ɔnɐkɐŋkʰɪt̪o
25652,লাইনেও,lɐɪ̯neo̯
25653,দাঁড়ান,d̪ɐ̃ɽɐn
25654,নিজামুল,nɪɟɐmul
25655,নাজেম,nɐɟem
25656,ভাণ্ডারে,bʱɐndɐɾe
25657,বায়েজিদ,bɐʲeɟɪd̪
25658,দাদুয়ার,d̪ɐd̪uʲɐɾ
25659,কিরনকে,kɪɾonke
25660,কমার্শিয়াল,kɔmɐɾʃɪʲɐl
25661,ফররুখ,pʰɔɾɾukʰ
25662,খাদিম,kʰɐd̪ɪm
25663,হুসাইন,huʃɐɪ̯n
25664,মুদাচ্ছির,mud̪ɐccʰɪɾ
25665,ছিমা,cʰɪmɐ
25666,করিমকে,koɾɪmke
25667,লিবিয়ায়,lɪbɪʲɐe̯
25668,বন্দিদশা,bond̪ɪd̪ɔʃɐ
25669,শিশুই,ʃɪʃuɪː
25670,কোকেন,koken
25671,মারজাহান,mɐɾɟɐhɐn
25672,ভাসুর,bʱɐʃuɾ
25673,সোটা,ʃotɐ
25674,চেহারাটি,cehɐɾɐtɪ
25675,চাদের,cɐd̪eɾ
25676,ফেনসিডিলের,pʰensɪdɪleɾ
25677,হাইতিতে,hɐɪ̯t̪ɪt̪e
25678,কন্টিনজেন্ট,kontɪnɟent
25679,উদ্যোগেই,ud̪d̪ogeɪ̯
25680,মেটানো,metɐno
25681,হয়রানিকারীদের,hɔʲɾɐnɪkɐɾɪd̪eɾ
25682,কার্লোস,kɐɾleɐ̯ʃ
25683,দুঙ্গা,d̪uŋgɐ
25684,মিডফিল্ডারের,mɪdpʰɪldɐɾeɾ
25685,ভাদুঘর,bʱɐd̪ugʱɔɾ
25686,অসম্মান!,ɔʃommɐn!
25687,ভ্যানচালক,bʱɛncɐlok
25688,মাতৃসদনে,mɐt̪ɾɪʃd̪ɔne
25689,বড়দিনের,bɔɽd̪ɪneɾ
25690,গান-বাজনা,gɐn-bɐɟnɐ
25691,ওজোপাডিকোর,oɟopɐdɪkoɾ
25692,গাড়িও,gɐɽɪo̯
25693,সিবিএ,ʃɪbɪe
25694,নজিবর,noɟɪbɔɾ
25695,স্টেকহোল্ডারদের,stekholdɐɾd̪eɾ
25696,রত্নার,ɾɔt̪nɐɾ
25697,মিছবাহুর,mɪcʰbɐhuɾ
25698,উওর,uo̯ɾ
25699,ছিলানি,cʰɪlɐnɪ
25700,আরজত,ɐɾɔɟɔt̪
25701,বিচরণক্ষেত্রগুলোতে,bɪcɔɾonkʰet̪ɾogulot̪e
25702,গণধর্ষণের,gɔnod̪ʱɔɾʃoneɾ
25703,মোহসো,mohoʃo
25704,ফিরেছিল,pʰɪɾecʰɪlo
25705,শিগ্গির,শিগগির
25706,পাকাপোক্ত,pɐkɐpokt̪o
25707,কেটি,ketɪ
25708,প্রাইস,pɾɐɪ̯s
25709,হার্ভিকে,hɐɾbʱɪke
25710,ব্যঙ্গ,bɛŋgo
25711,বিভাগই,bɪbʱɐgɪ
25712,কালেভদ্রে,kɐlebʱɔd̪ɾe
25713,বেতদিঘী,bet̪d̪ɪgʱɪ
25714,মালাঞ্চা,mɐlɐncɐ
25715,দামারপাড়া,d̪ɐmɐɾpɐɽɐ
25716,চিহ্নসহ,cɪnhoʃɔho
25717,সাহজ,sɐhoɟ
25718,গ্রোভারের,gɾobʱɐɾeɾ
25719,ফিদে,pʰɪd̪e
25720,সায়ন্তন,sɐʲont̪on
25721,সেন্টারপাড়ার,sentɐɾpɐɽɐɾ
25722,বছরই,bɔcʰoɾɪ
25723,কৃষকেরা,kɾɪʃɔkeɾɐ
25724,ফসলহানির,pʰɔʃolhɐnɪɾ
25725,মাবিয়া,mɐbɪʲɐ
25726,আয়েশাসহ,ɐʲeʃɐʃɔho
25727,ঝুঁকিহীন,ɟʱũkɪhɪn
25728,এভিনিউয়ে,ebʱɪnɪu̯ʲe
25729,ছাত্রাবাসে,cʰɐt̪ɾɐbɐʃe
25730,পদমর্যাদাও,pɔd̪omɔɾɟɐd̪ɐo
25731,ভক্তদের,bʱokt̪od̪eɾ
25732,পোপ,pop
25733,ফ্রান্সিসের,pʰɾɐnsɪseɾ
25734,নিউইয়র্ক,nɪu̯ɪʲoɾko
25735,পেইন্টিংটি,peɪ̯ntɪŋtɪ
25736,দীর্ঘসূত্রিতা,d̪ɪɾgʱoʃut̪ɾɪt̪ɐ
25737,জহুর,ɟohuɾ
25738,দানুর,d̪ɐnuɾ
25739,ইসলামাবাদী,ɪslɐmɐbɐd̪ɪ
25740,আল্লামা,ɐllɐmɐ
25741,অনুভব,onubʱɔb
25742,থানায় ,t̪ʰɐnɐe̯
25743,পর ,pɔɾ
25744,সাঁওতালের,ʃɐ̃ut̪ɐleɾ
25745,কাস্টুডি,kɐstudɪ
25746,ওয়ারেন্টমূলে,oʷɐɾentɔmule
25747,ইয়াসমিনসহ,ɪʲɐʃomɪnʃɔho
25748,মুঙ্গেশকরও,muŋgeskoɾo
25749,হিন্দিতে,hɪnd̪ɪt̪e
25750,দূরসম্পর্কের,d̪uɾʃɔmpoɾkeɾ
25751,লোকমানকে,lokmɐnke
25752,আন্তঃবিভাগ,ɐnt̪obɪbʱɐg
25753,রফসান,ɾɔfsɐn
25754,আশাশুনির,ɐʃɐʃunɪɾ
25755,খাসবাগান,kʰɐʃbɐgɐn
25756,নবাবের,nɔbɐbeɾ
25757,পৃষ্ট,pɾɪʃto
25758,আতিকুলকে,ɐt̪ɪkulke
25759,পিডিবির,pɪdɪbɪɾ
